id,paper_id,primers,longitude,latitude,continent,sample_type,marker_size,Biome,MAT,MAP,pH,year_of_sampling,plants_dominant,target_gene,sequencing_platform,abundances,fungus_species
2933,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.94588,50.8581,Europe,root,10580,forest,10.5,731,4.09,2017,Stachys sylvatica,SSU,Illumina,2,Claroideoglomus sp.
2934,Macek_2019_1FI,NS31/AM1,8.68417,50.5333,Europe,root,66514,grassland,9.7,676,5.7,2013,Geranium pratense;Arrhenatherum elatius;Galium mollugo;Trisetum flavescens,SSU,Illumina,4,Claroideoglomus sp.
2936,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.97764,50.8707,Europe,root,8957,forest,10.5,739,5.978,2017,Stachys sylvatica,SSU,Illumina,46,Claroideoglomus sp.
2938,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,14316,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,1986,Claroideoglomus sp.
2942,Rasmussen_2018_C8E6,NS31/AML2,20.2755,60.1302,Europe,root,17340,grassland,6.2,555,6.3,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
2966,LopezGarcia_2020_1HO,NS31/AML2,3.01889,39.8349,Europe,root,35709,cropland,17.3,754,8.3,2018,Vitis vinifera,SSU,Illumina,4,Claroideoglomus sp.
2973,Rasmussen_2018_C8E6,NS31/AML2,20.2686,60.1406,Europe,soil,25492,grassland,6.2,548,5.1,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
2983,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,18846,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,251,Claroideoglomus sp.
2986,Vasar_2021_1HW,WANDA/AML2,-115.539,35.9706,North America,soil,27215,forest,13.2,353,7.51,2015,,SSU,Illumina,1,Claroideoglomus sp.
2995,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.14,50.95,Europe,root,4604,cropland,10.6,749,5.9,2012,Malus domestica,SSU,454Roche,10,Claroideoglomus sp.
2996,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.08,50.77,Europe,root,5767,cropland,10.4,847,6.2,2012,Malus domestica,SSU,454Roche,6,Claroideoglomus sp.
3024,Jiang_2020_1BX,AMV4.5NF/AMDGR,106.212,24.3589,Asia,rhizosphere soil,55436,cropland,19.6,1205,4.65,2018,Mangifera indica,SSU,Illumina,1,Claroideoglomus sp.
3028,Rasmussen_2018_C8E6,NS31/AML2,19.6718,60.2137,Europe,soil,32133,grassland,6.3,504,6.1,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
3032,Rasmussen_2018_C8E6,NS31/AML2,19.9274,60.3471,Europe,soil,67516,grassland,6.2,552,6.8,2015,Plantago lanceolata,SSU,Illumina,4,Claroideoglomus sp.
3047,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.96,50.88,Europe,root,6022,cropland,10.3,795,6.3,2012,Malus domestica,SSU,454Roche,2,Claroideoglomus sp.
3048,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.16,50.86,Europe,root,3528,cropland,10.5,781,6.8,2012,Malus domestica,SSU,454Roche,10,Claroideoglomus sp.
3050,Rasmussen_2018_C8E6,NS31/AML2,19.5432,60.2355,Europe,soil,60722,grassland,6.3,527,,2015,Plantago lanceolata,SSU,Illumina,29,Claroideoglomus sp.
3052,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.14,50.73,Europe,root,5196,cropland,10.1,801,6.9,2012,Malus domestica,SSU,454Roche,3,Claroideoglomus sp.
3057,Jiang_2020_1BX,AMV4.5NF/AMDGR,108.981,18.4464,Asia,rhizosphere soil,68906,cropland,25.3,1263,5.11,2018,Mangifera indica,SSU,Illumina,4,Claroideoglomus sp.
3100,Rasmussen_2018_C8E6,NS31/AML2,20.1643,60.0741,Europe,root,47557,grassland,6.3,517,6.3,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
3103,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,14619,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,4,Claroideoglomus sp.
3119,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.8941,50.8459,Europe,root,11341,forest,10.4,721,7.159,2017,Stachys sylvatica,SSU,Illumina,5,Claroideoglomus sp.
3128,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.98412,50.8747,Europe,root,17758,forest,10.5,734,5.468,2017,Stachys sylvatica,SSU,Illumina,2,Claroideoglomus sp.
3142,Wall_2020_1HX,WANDA/AML2,-155.318,19.8208,North America,soil,5082,forest,13.6,2952,,2017,Pennisetum clandestinum,SSU,Illumina,1,Claroideoglomus sp.
3156,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.08,50.78,Europe,root,6907,cropland,10.4,814,6.5,2012,Malus domestica,SSU,454Roche,3,Claroideoglomus sp.
3159,Sandoz_2020_1CV,AMV4.5NF/AMDGR,7.54368,46.0873,Europe,root,43123,grassland,-0.3,886,6.45,2015,Botrychium lunaria,SSU,Illumina,2,Claroideoglomus sp.
3165,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.98414,50.8752,Europe,root,11280,forest,10.5,729,4.512,2017,Stachys sylvatica,SSU,Illumina,22,Claroideoglomus sp.
3167,Rasmussen_2018_C8E6,NS31/AML2,19.5393,60.2184,Europe,root,45122,grassland,6.3,522,5.6,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
3184,Rasmussen_2018_C8E6,NS31/AML2,19.5432,60.2357,Europe,soil,55666,grassland,6.3,527,5.0,2015,Plantago lanceolata,SSU,Illumina,3,Claroideoglomus sp.
3196,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.76,50.82,Europe,root,5069,cropland,10.3,765,6.6,2012,Malus domestica,SSU,454Roche,22,Claroideoglomus sp.
3208,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,14717,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,392,Claroideoglomus sp.
3211,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,13695,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,223,Claroideoglomus sp.
3221,Vasar_2021_1HW,WANDA/AML2,-84.5992,10.2211,North America,soil,10864,forest,21.1,3601,,2013,,SSU,Illumina,33,Claroideoglomus sp.
3230,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.90779,50.8629,Europe,root,12414,forest,10.4,751,5.262,2017,Stachys sylvatica,SSU,Illumina,12,Claroideoglomus sp.
3305,Vasar_2021_1HW,WANDA/AML2,51.5733,30.7322,Asia,soil,4778,forest,13.3,855,7.06,2012,,SSU,Illumina,16,Claroideoglomus sp.
3329,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,14142,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,323,Claroideoglomus sp.
3338,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.96335,50.8623,Europe,root,12742,forest,10.5,741,4.874,2017,Stachys sylvatica,SSU,Illumina,4,Claroideoglomus sp.
3340,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.93951,50.8732,Europe,root,6317,forest,10.4,765,4.622,2017,Stachys sylvatica,SSU,Illumina,11,Claroideoglomus sp.
3341,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.8976,50.8851,Europe,root,11784,forest,10.3,794,5.509,2017,Stachys sylvatica,SSU,Illumina,9,Claroideoglomus sp.
3345,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,10099,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,528,Claroideoglomus sp.
3360,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.2,50.92,Europe,root,5139,cropland,10.5,774,6.6,2012,Malus domestica,SSU,454Roche,24,Claroideoglomus sp.
3396,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.90386,50.8653,Europe,root,4489,forest,10.4,751,5.327,2017,Stachys sylvatica,SSU,Illumina,14,Claroideoglomus sp.
3458,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.98105,50.8709,Europe,root,10939,forest,10.5,739,5.528,2017,Stachys sylvatica,SSU,Illumina,3,Claroideoglomus sp.
3484,Vasar_2021_1HW,WANDA/AML2,134.811,48.305,Asia,soil,16931,forest,2.2,630,4.68,2014,,SSU,Illumina,53,Claroideoglomus sp.
3522,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.04,50.86,Europe,root,6084,cropland,10.4,784,7.1,2012,Malus domestica,SSU,454Roche,12,Claroideoglomus sp.
3541,Rasmussen_2018_C8E6,NS31/AML2,19.9242,60.3447,Europe,root,45464,grassland,6.1,569,7.0,2015,Plantago lanceolata,SSU,Illumina,261,Claroideoglomus sp.
3549,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.98816,50.8888,Europe,root,13996,forest,10.4,739,5.032,2017,Stachys sylvatica,SSU,Illumina,20,Claroideoglomus sp.
3593,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.29,50.86,Europe,root,3752,cropland,10.4,811,6.9,2012,Malus domestica,SSU,454Roche,6,Claroideoglomus sp.
3636,Rasmussen_2018_C8E6,NS31/AML2,19.5392,60.2183,Europe,soil,51484,grassland,6.3,522,6.1,2015,Plantago lanceolata,SSU,Illumina,161,Claroideoglomus sp.
3675,Jiang_2020_1BX,AMV4.5NF/AMDGR,106.241,24.2867,Asia,rhizosphere soil,63044,cropland,21.4,923,4.88,2018,Mangifera indica,SSU,Illumina,1,Claroideoglomus sp.
3679,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.16,50.86,Europe,root,3224,cropland,10.5,781,6.8,2012,Malus domestica,SSU,454Roche,2,Claroideoglomus sp.
3681,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.90163,50.8874,Europe,root,9754,forest,10.2,811,5.048,2017,Stachys sylvatica,SSU,Illumina,2,Claroideoglomus sp.
3689,Rasmussen_2018_C8E6,NS31/AML2,19.5393,60.2184,Europe,root,68313,grassland,6.3,522,5.6,2015,Plantago lanceolata,SSU,Illumina,2257,Claroideoglomus sp.
3697,LopezGarcia_2020_1HO,NS31/AML2,3.01889,39.8349,Europe,root,33327,cropland,17.3,754,8.3,2018,Vitis vinifera,SSU,Illumina,1,Claroideoglomus sp.
3718,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.02,50.88,Europe,root,8017,cropland,10.5,765,7.5,2012,Malus domestica,SSU,454Roche,2,Claroideoglomus sp.
3730,Rasmussen_2018_C8E6,NS31/AML2,19.9274,60.3471,Europe,soil,23323,grassland,6.2,552,6.8,2015,Plantago lanceolata,SSU,Illumina,73,Claroideoglomus sp.
3732,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,14954,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,147,Claroideoglomus sp.
3748,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.29,50.86,Europe,root,2481,cropland,10.4,811,6.9,2012,Malus domestica,SSU,454Roche,1,Claroideoglomus sp.
3762,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.93283,50.8506,Europe,root,10771,forest,10.5,736,5.301,2017,Stachys sylvatica,SSU,Illumina,17,Claroideoglomus sp.
3768,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,9556,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,40,Claroideoglomus sp.
3774,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.92774,50.8471,Europe,root,6997,forest,10.4,735,,2017,Stachys sylvatica,SSU,Illumina,13,Claroideoglomus sp.
3779,Wall_2020_1HX,WANDA/AML2,-155.326,19.8219,North America,soil,5807,forest,13.0,2862,4.8,2017,Coprosma rhynchocarpa,SSU,Illumina,3,Claroideoglomus sp.
3793,RodriguezRamos_2021_1HT,WANDA/AML2,-118.763,54.5105,North America,soil,5604,forest,3.3,576,,2016,Pinus contorta,SSU,Illumina,3,Claroideoglomus sp.
3821,Rasmussen_2018_C8E6,NS31/AML2,19.9274,60.3468,Europe,soil,24315,grassland,6.2,552,,2015,Plantago lanceolata,SSU,Illumina,78,Claroideoglomus sp.
3827,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.89068,50.8473,Europe,root,9272,forest,10.4,725,7.375,2017,Stachys sylvatica,SSU,Illumina,18,Claroideoglomus sp.
3833,Vasar_2021_1HW,WANDA/AML2,145.436,-16.2411,Australia,soil,9612,forest,25.0,2663,5.4,2014,,SSU,Illumina,3,Claroideoglomus sp.
3848,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.98325,50.8581,Europe,root,5916,forest,10.4,756,6.565,2017,Stachys sylvatica,SSU,Illumina,1,Claroideoglomus sp.
3853,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.97764,50.8707,Europe,root,12519,forest,10.5,739,5.978,2017,Stachys sylvatica,SSU,Illumina,9,Claroideoglomus sp.
3854,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.9608,50.861,Europe,soil,65288,forest,10.5,741,3.462,2018,Alnus glutinosa,SSU,Illumina,5,Claroideoglomus sp.
3866,Wall_2020_1HX,WANDA/AML2,-155.326,19.8219,North America,soil,6414,forest,13.0,2862,4.7,2017,Coprosma rhynchocarpa,SSU,Illumina,2,Claroideoglomus sp.
3880,Vasar_2021_1HW,WANDA/AML2,47.31,38.34,Asia,soil,12006,forest,6.9,330,6.49,2012,,SSU,Illumina,27,Claroideoglomus sp.
3895,Vasar_2021_1HW,WANDA/AML2,51.4825,30.4003,Asia,soil,8115,forest,16.1,715,6.62,2017,,SSU,Illumina,6,Claroideoglomus sp.
3902,Rasmussen_2018_C8E6,NS31/AML2,19.9281,60.3465,Europe,soil,46618,grassland,6.2,552,,2015,Plantago lanceolata,SSU,Illumina,3,Claroideoglomus sp.
3931,Wall_2020_1HX,WANDA/AML2,-155.31,19.8326,North America,soil,7241,forest,14.2,3051,4.9,2017,Pennisetum clandestinum,SSU,Illumina,1,Claroideoglomus sp.
3932,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.8941,50.8459,Europe,root,7929,forest,10.4,721,7.159,2017,Stachys sylvatica,SSU,Illumina,17,Claroideoglomus sp.
3934,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.96331,50.8614,Europe,root,8902,forest,10.5,741,4.476,2017,Stachys sylvatica,SSU,Illumina,28,Claroideoglomus sp.
3939,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.98713,50.8879,Europe,root,5237,forest,10.4,739,4.621,2017,Stachys sylvatica,SSU,Illumina,2,Claroideoglomus sp.
3940,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.94848,50.8702,Europe,root,6621,forest,10.4,762,4.841,2017,Stachys sylvatica,SSU,Illumina,3,Claroideoglomus sp.
3958,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.15,50.77,Europe,root,2870,cropland,10.2,838,6.6,2012,Malus domestica,SSU,454Roche,1,Claroideoglomus sp.
3962,Jiang_2018_1EY,GeoA2/Geo11 then NS31/AML2,101.85,33.6667,Asia,root,7289,grassland,1.5,571,5.3,2014,Elymus nutans,SSU,454Roche,1,Claroideoglomus sp.
3966,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.91349,50.8936,Europe,root,14524,forest,10.2,810,4.171,2017,Stachys sylvatica,SSU,Illumina,4,Claroideoglomus sp.
3994,Wall_2020_1HX,WANDA/AML2,-155.326,19.8219,North America,soil,12727,forest,13.0,2862,4.9,2017,Myrsine lessertiana,SSU,Illumina,2,Claroideoglomus sp.
4002,Rasmussen_2018_C8E6,NS31/AML2,19.6715,60.2131,Europe,root,68030,grassland,6.3,504,5.6,2015,Plantago lanceolata,SSU,Illumina,26,Claroideoglomus sp.
4043,Rasmussen_2018_C8E6,NS31/AML2,19.6718,60.2137,Europe,root,67727,grassland,6.3,504,6.1,2015,Plantago lanceolata,SSU,Illumina,14,Claroideoglomus sp.
4044,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,8432,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,39,Claroideoglomus sp.
4050,Rasmussen_2018_C8E6,NS31/AML2,19.7891,60.3654,Europe,root,52615,grassland,6.2,549,,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
4061,Vasar_2021_1HW,WANDA/AML2,76.9836,43.1317,Asia,soil,71810,forest,1.6,890,4.57,2018,,SSU,Illumina,164,Claroideoglomus sp.
4093,RodriguezRamos_2021_1HT,WANDA/AML2,-117.969,54.5813,North America,soil,7387,forest,2.8,713,,2016,Pinus contorta,SSU,Illumina,1,Claroideoglomus sp.
4118,Wall_2020_1HX,WANDA/AML2,-155.307,19.8329,North America,soil,12367,forest,14.6,3136,,2017,Myrsine lessertiana,SSU,Illumina,1,Claroideoglomus sp.
4136,Wall_2020_1HX,WANDA/AML2,-155.326,19.8215,North America,soil,3349,forest,13.0,2862,4.7,2017,Pennisetum clandestinum,SSU,Illumina,1,Claroideoglomus sp.
4148,Wall_2020_1HX,WANDA/AML2,-155.307,19.8329,North America,soil,8308,forest,14.6,3136,,2017,Coprosma rhynchocarpa,SSU,Illumina,1,Claroideoglomus sp.
4168,Wall_2020_1HX,WANDA/AML2,-155.325,19.8222,North America,soil,10492,forest,13.6,2952,4.8,2017,Myrsine lessertiana,SSU,Illumina,1,Claroideoglomus sp.
4173,Wall_2020_1HX,WANDA/AML2,-155.326,19.8219,North America,soil,4257,forest,13.0,2862,5.2,2017,Metrosideros polymorpha,SSU,Illumina,3,Claroideoglomus sp.
4195,Vasar_2021_1HW,WANDA/AML2,18.3014,57.6256,Europe,soil,49080,shrubland,7.4,552,5.74,2015,,SSU,Illumina,122,Claroideoglomus sp.
4239,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.76,50.82,Europe,root,3309,cropland,10.3,765,6.6,2012,Malus domestica,SSU,454Roche,1,Claroideoglomus sp.
4291,Rasmussen_2018_C8E6,NS31/AML2,20.1658,60.0742,Europe,soil,116021,grassland,6.3,517,7.3,2015,Plantago lanceolata,SSU,Illumina,141,Claroideoglomus sp.
4294,Rasmussen_2018_C8E6,NS31/AML2,19.5405,60.218,Europe,soil,49257,grassland,6.3,522,5.7,2015,Plantago lanceolata,SSU,Illumina,15,Claroideoglomus sp.
4295,Rasmussen_2018_C8E6,NS31/AML2,20.1642,60.074,Europe,root,54099,grassland,6.3,517,6.2,2015,Plantago lanceolata,SSU,Illumina,166,Claroideoglomus sp.
4357,Rasmussen_2018_C8E6,NS31/AML2,19.5392,60.2183,Europe,soil,50672,grassland,6.3,522,6.1,2015,Plantago lanceolata,SSU,Illumina,2,Claroideoglomus sp.
4383,Wall_2020_1HX,WANDA/AML2,-155.326,19.8215,North America,soil,6469,forest,13.0,2862,,2017,Acacia koa,SSU,Illumina,1,Claroideoglomus sp.
4411,Vasar_2021_1HW,WANDA/AML2,-65.8167,18.3167,North America,soil,14743,forest,23.9,2270,4.27,2011,,SSU,Illumina,1,Claroideoglomus sp.
4427,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.92,50.82,Europe,root,4487,cropland,10.3,782,7.1,2012,Malus domestica,SSU,454Roche,4,Claroideoglomus sp.
4429,Vasar_2021_1HW,WANDA/AML2,-122.163,43.6339,North America,soil,68460,forest,7.8,1187,4.81,2016,,SSU,Illumina,24,Claroideoglomus sp.
4440,Vasar_2021_1HW,WANDA/AML2,-17.2586,28.1269,Europe,soil,13296,forest,13.5,388,4.3,2017,,SSU,Illumina,116,Claroideoglomus sp.
4470,Rasmussen_2018_C8E6,NS31/AML2,19.7891,60.3654,Europe,root,37109,grassland,6.2,549,,2015,Plantago lanceolata,SSU,Illumina,129,Claroideoglomus sp.
4477,Rasmussen_2018_C8E6,NS31/AML2,19.6715,60.2131,Europe,root,40283,grassland,6.3,504,5.6,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
4494,Rasmussen_2018_C8E6,NS31/AML2,19.6715,60.213,Europe,root,20820,grassland,6.3,504,5.9,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
4530,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.94848,50.8702,Europe,root,9393,forest,10.4,762,4.841,2017,Stachys sylvatica,SSU,Illumina,1,Claroideoglomus sp.
4537,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.92,50.82,Europe,root,5157,cropland,10.3,782,7.1,2012,Malus domestica,SSU,454Roche,2,Claroideoglomus sp.
4538,Vasar_2021_1HW,WANDA/AML2,8.45083,46.8958,Europe,soil,10245,grassland,1.2,2354,6.55,2014,,SSU,Illumina,7,Claroideoglomus sp.
4633,Rasmussen_2018_C8E6,NS31/AML2,19.7892,60.3648,Europe,soil,45411,grassland,6.2,549,,2015,Plantago lanceolata,SSU,Illumina,13,Claroideoglomus sp.
4638,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.98325,50.8581,Europe,root,3862,forest,10.4,756,6.565,2017,Stachys sylvatica,SSU,Illumina,6,Claroideoglomus sp.
4718,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.08,50.77,Europe,root,6288,cropland,10.4,847,6.2,2012,Malus domestica,SSU,454Roche,1,Claroideoglomus sp.
4730,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.08,50.78,Europe,root,7213,cropland,10.4,814,6.5,2012,Malus domestica,SSU,454Roche,3,Claroideoglomus sp.
4764,Rasmussen_2018_C8E6,NS31/AML2,19.9242,60.3448,Europe,soil,28816,grassland,6.1,569,6.4,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
4827,Rasmussen_2018_C8E6,NS31/AML2,20.1658,60.0742,Europe,soil,51141,grassland,6.3,517,7.3,2015,Plantago lanceolata,SSU,Illumina,40,Claroideoglomus sp.
4846,Rasmussen_2018_C8E6,NS31/AML2,19.6718,60.2137,Europe,soil,44762,grassland,6.3,504,6.1,2015,Plantago lanceolata,SSU,Illumina,2,Claroideoglomus sp.
4873,Jiang_2020_1BX,AMV4.5NF/AMDGR,108.715,18.6258,Asia,rhizosphere soil,63179,cropland,25.5,1083,6.16,2018,Mangifera indica,SSU,Illumina,1,Claroideoglomus sp.
4892,RodriguezRamos_2021_1HT,WANDA/AML2,-117.326,53.4204,North America,soil,3277,forest,1.1,750,,2016,Pinus contorta,SSU,Illumina,2,Claroideoglomus sp.
4896,Wall_2020_1HX,WANDA/AML2,-155.326,19.8219,North America,soil,5000,forest,13.0,2862,4.8,2017,Metrosideros polymorpha,SSU,Illumina,2,Claroideoglomus sp.
4901,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.02,50.88,Europe,root,6621,cropland,10.5,765,7.5,2012,Malus domestica,SSU,454Roche,7,Claroideoglomus sp.
4917,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.15,50.77,Europe,root,591,cropland,10.2,838,6.6,2012,Malus domestica,SSU,454Roche,1,Claroideoglomus sp.
4922,Vasar_2021_1HW,WANDA/AML2,74.4842,42.5617,Asia,soil,6959,shrubland,1.5,468,6.48,2015,,SSU,Illumina,14,Claroideoglomus sp.
4925,Rasmussen_2018_C8E6,NS31/AML2,19.5432,60.2355,Europe,root,6788,grassland,6.3,527,,2015,Plantago lanceolata,SSU,Illumina,12,Claroideoglomus sp.
4942,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.15,50.77,Europe,root,2825,cropland,10.2,838,6.6,2012,Malus domestica,SSU,454Roche,8,Claroideoglomus sp.
4946,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.29,50.86,Europe,root,4213,cropland,10.4,811,6.9,2012,Malus domestica,SSU,454Roche,1,Claroideoglomus sp.
5013,Vasar_2021_1HW,WANDA/AML2,-71.5514,-41.0831,South America,soil,6531,forest,8.4,1218,5.46,2012,,SSU,Illumina,30,Claroideoglomus sp.
5053,Vasar_2021_1HW,WANDA/AML2,92.745,55.9147,Asia,soil,76535,forest,-0.8,595,4.27,2016,,SSU,Illumina,5,Claroideoglomus sp.
5156,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.90455,50.8658,Europe,soil,88327,forest,10.4,751,5.413,2018,Alnus glutinosa,SSU,Illumina,1,Claroideoglomus sp.
5204,RodriguezRamos_2021_1HT,WANDA/AML2,-119.999,54.6689,North America,soil,8896,forest,2.3,538,,2016,Pinus contorta,SSU,Illumina,5,Claroideoglomus sp.
5207,Vasar_2021_1HW,WANDA/AML2,-5.00222,33.5214,Africa,soil,19889,shrubland,11.5,764,,2014,,SSU,Illumina,1,Claroideoglomus sp.
5232,Rasmussen_2018_C8E6,NS31/AML2,19.5405,60.218,Europe,soil,56981,grassland,6.3,522,5.8,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
5245,Rasmussen_2018_C8E6,NS31/AML2,19.5432,60.2355,Europe,soil,49956,grassland,6.3,527,,2015,Plantago lanceolata,SSU,Illumina,6,Claroideoglomus sp.
5350,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.15,50.77,Europe,root,3619,cropland,10.2,838,6.6,2012,Malus domestica,SSU,454Roche,3,Claroideoglomus sp.
5372,Rasmussen_2018_C8E6,NS31/AML2,19.5941,60.2355,Europe,root,5099,grassland,6.3,523,7.1,2015,Plantago lanceolata,SSU,Illumina,1,Claroideoglomus sp.
5376,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.92,50.82,Europe,root,4757,cropland,10.3,782,7.1,2012,Malus domestica,SSU,454Roche,16,Claroideoglomus sp.
5440,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,4.76,50.82,Europe,root,2907,cropland,10.3,765,6.6,2012,Malus domestica,SSU,454Roche,5,Claroideoglomus sp.
5557,Vasar_2021_1HW,WANDA/AML2,23.5311,41.7589,Europe,soil,61740,forest,5.4,832,4.64,2015,,SSU,Illumina,9,Claroideoglomus sp.
5723,Vasar_2021_1HW,WANDA/AML2,83.0367,51.1244,Asia,soil,140540,forest,2.2,583,5.41,2018,,SSU,Illumina,16,Claroideoglomus sp.
5754,Vasar_2021_1HW,WANDA/AML2,-2.97806,35.2192,Africa,soil,4428,forest,16.5,410,6.29,2014,,SSU,Illumina,4,Claroideoglomus sp.
5757,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.97498,50.8662,Europe,soil,129621,forest,10.5,738,6.122,2018,Alnus glutinosa,SSU,Illumina,22,Claroideoglomus sp.
5768,Vasar_2021_1HW,WANDA/AML2,98.4397,18.51,Asia,soil,4556,forest,23.2,1280,5.62,2014,,SSU,Illumina,3,Claroideoglomus sp.
5773,Vasar_2021_1HW,WANDA/AML2,18.8386,42.3958,Europe,soil,143933,forest,7.0,3050,5.42,2016,,SSU,Illumina,9,Claroideoglomus sp.
5824,Vasar_2021_1HW,WANDA/AML2,110.147,54.3664,Asia,soil,25628,forest,-4.6,295,5.26,2016,,SSU,Illumina,2,Claroideoglomus sp.
5839,Rasmussen_2018_C8E6,NS31/AML2,19.5393,60.2184,Europe,root,29108,grassland,6.3,522,5.6,2015,Plantago lanceolata,SSU,Illumina,2,Claroideoglomus sp.
5940,Van-Geel_2015_2D2A,AMV4.5NF/AMDGR,5.36,50.76,Europe,root,5319,cropland,10.3,820,5.8,2012,Malus domestica,SSU,454Roche,13,Claroideoglomus sp.
5970,Wall_2020_1HX,WANDA/AML2,-155.326,19.8219,North America,soil,8591,forest,13.0,2862,5.1,2017,Rubus hawaiiensis,SSU,Illumina,1,Claroideoglomus sp.
